,ORGANISATION_NAME,REGISTRATION_NO,ORGANISATION_TYPE_CODE,ORGANISATION_TYPE,ORGANISATION_STATUS,address_entity_key,address_seq_no,Full_Address,lat_lng,latitude,longitude
9969,A.S.C. AUTOMOBILES LIMITED,119118,C,Εταιρεία,Εγγεγραμμένη,16662,16662,ΓΡΙΒΑ ΔΙΓΕΝΗ 48  1080 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1638438, _2=33.35357930000001)",35.1638438,33.35357930000001
9970,FINSERVUS (TRUSTEES) LIMITED,119120,C,Εταιρεία,Εγγεγραμμένη,1017,1017,ΧΡΥΣΑΝΘΟΥ ΜΥΛΩΝΑ 3  3030 ΛΕΜΕΣΟΣ ,"Row(_1=34.6862007, _2=33.0529321)",34.6862007,33.0529321
9971,FOYLES EDUCATIONAL(CYPRUS ) LIMITED,119130,C,Εταιρεία,Εγγεγραμμένη,6195,6195,ΑΓ. ΑΝΔΡΕΟΥ 365  ΛΕΜΕΣΟΣ ,"Row(_1=34.683321, _2=33.051898)",34.683321,33.051898
9972,MOTOREXCELLENCE AUTOPARTS LIMITED,119131,C,Εταιρεία,Εγγεγραμμένη,13905,13905,ΣΑΛΑΜΙΝΟΣ 10  1045 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1704072, _2=33.3702894)",35.1704072,33.3702894
9973,A & Y RELIABLE INSURANCE CONSULTANTS CO. LTD,119135,C,Εταιρεία,Εγγεγραμμένη,13811,13811,ΡΩΜΗΣ 12  3067 ΛΕΜΕΣΟΣ ,"Row(_1=34.682836, _2=33.0226707)",34.682836,33.0226707
9974,R.E.P.  LIMITED,119136,C,Εταιρεία,Εγγεγραμμένη,13814,13814,ΚΩΝΣΤΑΝΤΙΝΟΥ ΚΑΝΑΡΗ 6  ΦΡΕΝΑΡΟΣ 5350 ΛΑΡΝΑΚΑ ,"Row(_1=34.9400724, _2=33.5937995)",34.9400724,33.5937995
9975,CAVA DI RENER LIMITED,119138,C,Εταιρεία,Εγγεγραμμένη,848,848,ΕΜΜΑΝΟΥΗΛ ΡΟΙΔΗ  ΑΓΙΑΣ ΖΩΝΗΣ 3031 ΛΕΜΕΣΟΣ ,"Row(_1=34.6938126, _2=33.0535698)",34.6938126,33.0535698
9976,ELPASO TRAVEL & TOURS LIMITED,119140,C,Εταιρεία,Εγγεγραμμένη,14059,14059,ΑΠΟΣΤΟΛΟΥ ΒΑΚΑΛΟΠΟΥΛΟΥ 27Α-Β  ΚΑΤΩ ΠΟΛΕΜΙΔΙΑ 4152 ΛΕΜΕΣΟΣ ,"Row(_1=34.6763644, _2=33.0037665)",34.6763644,33.0037665
9977,ΟΙΚΟΓΕΝΕΣΙΣ ΛΙΜΙΤΕΔ,119162,C,Εταιρεία,Εγγεγραμμένη,79,79,ΚΑΡΑΙΣΚΑΚΗ 38  3032 ΛΕΜΕΣΟΣ ,"Row(_1=34.6823541, _2=33.047927)",34.6823541,33.047927
9979,ERLA ENTERPRISES LIMITED,119178,C,Εταιρεία,Εγγεγραμμένη,13920,13920,ΠΑΦΟΥ 8  ΑΡΑΔΙΠΠΟΥ 7100 ΛΑΡΝΑΚΑ ,"Row(_1=34.9393453, _2=33.5930774)",34.9393453,33.5930774
9980,DEPRAVE TRADING LIMITED,119181,C,Εταιρεία,Εγγεγραμμένη,13723,13723,ΤΕΠΕΛΕΝΙΟΥ 6  8010 ΠΑΦΟΣ ,"Row(_1=34.77539489999999, _2=32.4217786)",34.77539489999999,32.4217786
9981,SIRES GLOBAL LTD,119187,C,Εταιρεία,Εγγεγραμμένη,891,891,ΚΑΡΠΕΝΗΣΙΟΥ 30  1660 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1580882, _2=33.3691274)",35.1580882,33.3691274
9982,SOTIROULA TSIKKINI INSURANCE AGENT LIMITED,119224,C,Εταιρεία,Εγγεγραμμένη,13410,13410,ΚΑΡΔΙΤΣΗΣ 6  3090 ΛΕΜΕΣΟΣ ,"Row(_1=34.6913139, _2=33.0415025)",34.6913139,33.0415025
9983,REDSTOCK LIMITED,119227,C,Εταιρεία,Εγγεγραμμένη,8353,8353,ΑΡΧΙΜΗΔΟΥΣ 24Α  ΕΓΚΩΜΗ 2411 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1624129, _2=33.3259211)",35.1624129,33.3259211
9984,THE OCTAGON DEVELOPING & CONSTRUCTIONS LTD,119233,C,Εταιρεία,Εγγεγραμμένη,6273,6273, ΒΡΥΣΟΥΛΕΣ 5522 ΑΜΜΟΧΩΣΤΟΣ ,"Row(_1=35.1149116, _2=33.919245)",35.1149116,33.919245
9985,C. & TH. CARAVAN LIMITED,119237,C,Εταιρεία,Εγγεγραμμένη,14117,14117,ΓΡΙΒΑ ΔΙΓΕΝΗ 75  ΑΓ. ΝΙΚΟΛΑΟΣ 3101 ΛΕΜΕΣΟΣ ,"Row(_1=34.6907204, _2=33.0604181)",34.6907204,33.0604181
9986,MONDIAL MARINE LIMITED,119273,C,Εταιρεία,Εγγεγραμμένη,8790,8790,ΛΕΟΝΤΙΟΥ Α 167  3306 ΛΕΜΕΣΟΣ ,"Row(_1=34.6805464, _2=33.0344484)",34.6805464,33.0344484
9987,S.A.V TRADING LIMITED,119282,C,Εταιρεία,Εγγεγραμμένη,14270,14270,ΚΩΣΤΑ ΛΟΪΖΟΥ 160  ΚΑΤΩ ΠΥΡΓΟΣ ΤΥΛΛΗΡΙΑΣ 2950 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.162819, _2=33.379332)",35.162819,33.379332
9988,TAAN CONSULTANTS LIMITED,119290,C,Εταιρεία,Εγγεγραμμένη,1931,1931,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 2-4  1065 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1729518, _2=33.3808816)",35.1729518,33.3808816
9989,ARGALASTI LIMITED,119298,C,Εταιρεία,Εγγεγραμμένη,14294,14294,ΝΙΚΟΔΗΜΟΥ ΜΥΛΩΝΑ 4  ΠΑΡΑΛΙΜΝΙ 5282 ΑΜΜΟΧΩΣΤΟΣ ,"Row(_1=35.0545608, _2=33.9719072)",35.0545608,33.9719072
9990,SUNSAIL INVESTMENTS LIMITED,119304,C,Εταιρεία,Εγγεγραμμένη,5147,5147,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 3  ΜΕΣΑ ΓΕΙΤΟΝΙΑ 4000 ΛΕΜΕΣΟΣ ,"Row(_1=34.6982601, _2=33.0455093)",34.6982601,33.0455093
9991,ANGELOS ACHILLEOS (ZORPAS) HAIR & BEAUTY SALON LIMITED,119305,C,Εταιρεία,Εγγεγραμμένη,14254,14254,ΙΑΚΩΒΟΥ ΤΟΜΠΑΖΗ 17  ΝΕΑΠΟΛΙΣ 3107 ΛΕΜΕΣΟΣ ,"Row(_1=34.6894217, _2=33.0652948)",34.6894217,33.0652948
9992,STARPORT MANAGEMENT LIMITED,119307,C,Εταιρεία,Εγγεγραμμένη,6945,6945,ΓΡΗΓΟΡΙΟΥ ΞΕΝΟΠΟΥΛΟΥ 17  3106 ΛΕΜΕΣΟΣ ,"Row(_1=34.6865502, _2=33.0577111)",34.6865502,33.0577111
9993,FMSC TONIS TAVERN LIMITED,119315,C,Εταιρεία,Εγγεγραμμένη,14273,14273,ΔΕΔΑΛΟΥ 23  ΠΑΡΑΛΙΜΝΙ 5315 ΑΜΜΟΧΩΣΤΟΣ ,"Row(_1=35.0523248, _2=33.9758968)",35.0523248,33.9758968
9994,Α/ΦΟΙ ΡΑΦΑΗΛ ΣΥΝΕΡΓΕΙΟΝ ΤΕΧΝΙΚΟΥ ΕΛΕΓΧΟΥ ΟΧΗΜΑΤΩΝ ΛΙΜΙΤΕΔ,119318,C,Εταιρεία,Εγγεγραμμένη,14333,14333,ΙΩΑΝΝΗ ΚΛΗΡΙΔΗ 2  1070 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1637844, _2=33.3697081)",35.1637844,33.3697081
9995,M. & K. VASILOPOULOS HOUSE LIMITED,119325,C,Εταιρεία,Εγγεγραμμένη,3879,3879, ΤΟΧΝΗ 7740 ΛΑΡΝΑΚΑ ,"Row(_1=34.7819948, _2=33.3231306)",34.7819948,33.3231306
9996,G.D. MAVROS MARINE UPHOLSTERY LIMITED,119326,C,Εταιρεία,Εγγεγραμμένη,14317,14317,ΔΙΟΝΥΣΟΥ 6  ΑΓΙΟΣ ΙΩΑΝΝΗΣ 3065 ΛΕΜΕΣΟΣ ,"Row(_1=34.6775467, _2=33.021858)",34.6775467,33.021858
9997,GENEINA INVESTMENTS LIMITED,119327,C,Εταιρεία,Εγγεγραμμένη,708,708,ΑΓΙΟΥ ΠΑΥΛΟΥ 15  ΑΓΙΟΣ ΑΝΔΡΕΑΣ 1105 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1752877, _2=33.3451633)",35.1752877,33.3451633
9998,BEITLA MANAGEMENT LIMITED,119328,C,Εταιρεία,Εγγεγραμμένη,354,354,ΘΑΣΟΥ 3  1520 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1591705, _2=33.3608447)",35.1591705,33.3608447
9999,ΛΕΩΝΙΔΑΣ ΛΕΩΝΙΔΑ (ΚΑΡΚΑΣ) ΛΙΜΙΤΕΔ,119340,C,Εταιρεία,Εγγεγραμμένη,14347,14347,ΔΗΜΟΚΡΑΤΙΑΣ 6  ΓΕΡΟΣΚΗΠΟΥ 8201 ΠΑΦΟΣ ,"Row(_1=34.7596099, _2=32.449021)",34.7596099,32.449021
10000,NEOFYTOS MICHAELIDES FAMILY FOOD LIMITED,119350,C,Εταιρεία,Εγγεγραμμένη,7548,7548,ΙΩΑΝΝΗ ΚΑΠΟΔΙΣΤΡΙΑ 2  ΠΕΓΕΙΑ 8560 ΠΑΦΟΣ ,"Row(_1=34.77539489999999, _2=32.4217786)",34.77539489999999,32.4217786
10001,ΑΔΑΜΟΣ ΑΔΑΜΙΔΗΣ ΣΦΡΑΓΙΔΕΣ ΛΤΔ,119354,C,Εταιρεία,Εγγεγραμμένη,12639,12639,ΚΑΡΑΪΣΚΑΚΗ 40  3032 ΛΕΜΕΣΟΣ ,"Row(_1=34.6822378, _2=33.0480411)",34.6822378,33.0480411
10002,BANCHOR TRADING LIMITED,119376,C,Εταιρεία,Εγγεγραμμένη,10032,10032,ΓΡ. ΞΕΝΟΠΟΥΛΟΥ 17  3106 ΛΕΜΕΣΟΣ ,"Row(_1=34.6865502, _2=33.0577111)",34.6865502,33.0577111
10003,MASKELMEX PROPERTIES LIMITED,119386,C,Εταιρεία,Εγγεγραμμένη,4454,4454,ΚΩΣΤΑΚΗ ΠΑΝΤΕΛΙΔΗ 1  1010 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1700454, _2=33.3606766)",35.1700454,33.3606766
10004,MAGNA GRAECIA SHIPPING LIMITED,119389,C,Εταιρεία,Εγγεγραμμένη,4454,4454,ΚΩΣΤΑΚΗ ΠΑΝΤΕΛΙΔΗ 1  1010 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1700454, _2=33.3606766)",35.1700454,33.3606766
10005,G & P HADJIGEORGIOU LIMITED,119392,C,Εταιρεία,Εγγεγραμμένη,14411,14411,ΜΑΡΚΟΥ ΜΠΟΤΣΑΡΗ 9  6018 ΛΑΡΝΑΚΑ ,"Row(_1=34.9261869, _2=33.6323825)",34.9261869,33.6323825
10006,ΠΑΝΘΕΡΜΙΚΗ (ΛΕΥΚΩΣΙΑ) ΛΙΜΙΤΕΔ,119400,C,Εταιρεία,Εγγεγραμμένη,14322,14322,ΠΑΡΝΑΣΟΥ 2  ΣΤΡΟΒΟΛΟΣ ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1321274, _2=33.3382149)",35.1321274,33.3382149
10007,ΠΑΝΘΕΡΜΙΚΗ (ΠΑΦΟΣ) ΛΙΜΙΤΕΔ,119402,C,Εταιρεία,Εγγεγραμμένη,14331,14331,ΘΗΣΕΩΣ 1  8011 ΠΑΦΟΣ ,"Row(_1=34.77539489999999, _2=32.4217786)",34.77539489999999,32.4217786
10008,CINEOCTAPUS PRODUCTIONS LIMITED,119403,C,Εταιρεία,Εγγεγραμμένη,14469,14469,ΓΡΙΒΑ ΔΙΓΕΝΗ 25  ΨΗΜΟΛΟΦΟΥ 2630 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.0608691, _2=33.2597062)",35.0608691,33.2597062
10009,FORESIGHT OIL LIMITED,119405,C,Εταιρεία,Εγγεγραμμένη,9835,9835,ΚΩΣΤΑΚΗ ΠΑΝΤΕΛΙΔΗ 1  1010 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1700454, _2=33.3606766)",35.1700454,33.3606766
10010,ΑΘΛΗΤΙΚΟ ΚΕΝΤΡΟ ΠΟΔΟΣΦΑΙΡΟΥ ΣΑΛΑ ΛΙΜΙΤΕΔ,119412,C,Εταιρεία,Εγγεγραμμένη,13899,13899,ΝΙΚΟΥ ΚΡΑΝΙΔΙΩΤΗ 5  ΕΓΚΩΜΗ 2433 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1620501, _2=33.3316918)",35.1620501,33.3316918
10011,RMS AUDIO VIDEO SYSTEMS LIMITED,119427,C,Εταιρεία,Εγγεγραμμένη,14414,14414,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 14  1065 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1729518, _2=33.3808816)",35.1729518,33.3808816
10012,ΑΛΕΞΗΣ ΓΚΟΥΓΚΟΥΡΗΣ (ΧΩΜΑΤΟΥΡΓΙΚΕΣ ΕΡΓΑΣΙΕΣ) ΛΙΜΙΤΕΔ,119430,C,Εταιρεία,Εγγεγραμμένη,14435,14435,ΚΑΝΤΑΡΑΣ 14  ΚΑΪΜΑΚΛΙ 1041 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1813435, _2=33.3855817)",35.1813435,33.3855817
10013,DEMENIAN CATERING LIMITED,119432,C,Εταιρεία,Εγγεγραμμένη,10842,10842,ΕΥΑΓΓΕΛΙΣΤΡΙΑΣ 28  ΣΤΡΟΒΟΛΟΣ 2057 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1538337, _2=33.3340108)",35.1538337,33.3340108
10014,KENTERCO LIMITED,119434,C,Εταιρεία,Εγγεγραμμένη,3528,3528,ΑΓΙΑΣ ΣΟΦΙΑΣ 11  ΕΓΚΩΜΗ ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1667794, _2=33.3448403)",35.1667794,33.3448403
10015,PETRERI VILLAS LIMITED,119436,C,Εταιρεία,Εγγεγραμμένη,2491,2491,ΟΔΥΣΣΕΑ ΕΛΥΤΗ 9  ΑΓΙΑ ΝΑΠΑ 5341 ΑΜΜΟΧΩΣΤΟΣ ,"Row(_1=34.9905442, _2=33.9948649)",34.9905442,33.9948649
10016,C.Y.C. PRIME PROPERTIES LIMITED,119444,C,Εταιρεία,Εγγεγραμμένη,14409,14409,ΚΑΒΟ ΓΚΡΕΚΟ 1  ΑΓΙΑ ΝΑΠΑ 5340 ΑΜΜΟΧΩΣΤΟΣ ,"Row(_1=34.9872656, _2=34.0110457)",34.9872656,34.0110457
10017,A.P. PITSILLIDES TRADING LIMITED,119458,C,Εταιρεία,Εγγεγραμμένη,13601,13601,ΠΑΤΜΟΥ 3  ΣΤΡΟΒΟΛΟΣ 2062 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1531988, _2=33.3403264)",35.1531988,33.3403264
10018,BLUE ISLAND FOOD INDUSTRY LIMITED,119465,C,Εταιρεία,Εγγεγραμμένη,14197,14197,ΑΜΑΘΟΥΝΤΟΣ 3  4532 ΛΕΜΕΣΟΣ ,"Row(_1=34.6848617, _2=33.0554643)",34.6848617,33.0554643
10019,ASSETOR INVESTMENTS & BUSINESS STRATEGIES LIMITED,119493,C,Εταιρεία,Εγγεγραμμένη,577,577,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 284  3105 ΛΕΜΕΣΟΣ ,"Row(_1=34.7587825, _2=32.9929063)",34.7587825,32.9929063
10020,ACROPOLARIS MANAGED PROPERTY INVESTMENTS LIMITED,119494,C,Εταιρεία,Εγγεγραμμένη,577,577,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 284  3105 ΛΕΜΕΣΟΣ ,"Row(_1=34.7587825, _2=32.9929063)",34.7587825,32.9929063
10021,KOLA SHIPPING LIMITED,119499,C,Εταιρεία,Εγγεγραμμένη,2996,2996,ΜΙΧΑΗΛ ΚΟΥΤΣΟΦΤΑ 3  3031 ΛΕΜΕΣΟΣ ,"Row(_1=34.6846676, _2=33.0517086)",34.6846676,33.0517086
10022,Α. & Π. ΠΑΜΠΗ ΛΙΜΙΤΕΔ,119510,C,Εταιρεία,Εγγεγραμμένη,14689,14689,ΙΑΚΩΒΟΥ ΚΑΣΠΑΡΗ 5  ΑΝΑΒΑΡΓΟΣ 8026 ΠΑΦΟΣ ,"Row(_1=34.7742492, _2=32.4219967)",34.7742492,32.4219967
10023,NEWICK LIMITED,119524,C,Εταιρεία,Εγγεγραμμένη,17982,17982,ΓΡΙΒΑ ΔΙΓΕΝΗ 58  8047 ΠΑΦΟΣ ,"Row(_1=34.7611794, _2=32.4478296)",34.7611794,32.4478296
10024,TRYFONAS MOTORBIKES FOR RENT LIMITED,119535,C,Εταιρεία,Εγγεγραμμένη,14666,14666,ΕΦΕΣΟΥ 9  ΠΑΡΑΛΙΜΝΙ 5280 ΑΜΜΟΧΩΣΤΟΣ ,"Row(_1=35.0375882, _2=33.9814728)",35.0375882,33.9814728
10025,K.F. CONCRETE MIX LIMITED,119538,C,Εταιρεία,Εγγεγραμμένη,14635,14635,ΕΛΕΥΘΕΡΙΑΣ 27  ΚΥΠΕΡΟΥΝΤΑ 4876 ΛΕΜΕΣΟΣ ,"Row(_1=34.67391569999999, _2=33.0405358)",34.67391569999999,33.0405358
10026,ΚΥΡΙΑΚΟΣ ΚΟΥΡΤΕΛΛΑΡΗΣ ΘΕΡΜΟΚΗΠΙΑ ΛΙΜΙΤΕΔ,119539,C,Εταιρεία,Εγγεγραμμένη,14747,14747,ΤΕΜΠΩΝ 20  ΕΓΚΩΜΗ 2408 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1675661, _2=33.3285141)",35.1675661,33.3285141
10027,N. ANASTASIOU INVESTMENTS LIMITED,119540,C,Εταιρεία,Εγγεγραμμένη,14762,14762,ΛΕΥΚΩΣΙΑΣ 64  ΛΑΤΣΙΑ 2236 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1087143, _2=33.3749611)",35.1087143,33.3749611
10028,PETROGLASS LIMITED,119547,C,Εταιρεία,Εγγεγραμμένη,2871,2871,ΘΕΚΛΑΣ ΛΥΣΣΙΩΤΗ 9  3030 ΛΕΜΕΣΟΣ ,"Row(_1=34.6786322, _2=33.0413055)",34.6786322,33.0413055
10029,C.P.L. LIMNIOTIS EXPORTS LIMITED,119549,C,Εταιρεία,Εγγεγραμμένη,14301,14301,ΕΛΕΥΘΕΡΙΑΣ 111  ΔΕΡΥΝΕΙΑ 5380 ΑΜΜΟΧΩΣΤΟΣ ,"Row(_1=35.05712219999999, _2=33.9701636)",35.05712219999999,33.9701636
10030,A.G.E.L. JEWELLERY LTD,119559,C,Εταιρεία,Εγγεγραμμένη,14598,14598,ΔΑΡΒΙΝΟΥ 22  6031 ΛΑΡΝΑΚΑ ,"Row(_1=34.9106125, _2=33.6231663)",34.9106125,33.6231663
10031,POSEIDON SHIPPING CRUISES LIMITED,119566,C,Εταιρεία,Εγγεγραμμένη,577,577,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 284  3105 ΛΕΜΕΣΟΣ ,"Row(_1=34.7587825, _2=32.9929063)",34.7587825,32.9929063
10032,AFOI ARGIROPOULOU CONSTRUCTIONS LIMITED,119583,C,Εταιρεία,Εγγεγραμμένη,7995,7995, ΔΡΟΥΣΕΙΑ 8700 ΠΑΦΟΣ ,"Row(_1=34.9627965, _2=32.3975751)",34.9627965,32.3975751
10033,PANGERAS DEVELOPERS LIMITED,119592,C,Εταιρεία,Εγγεγραμμένη,13362,13362, ΠΙΣΣΟΥΡΙ 4607 ΛΕΜΕΣΟΣ ,"Row(_1=34.6767071, _2=32.6992551)",34.6767071,32.6992551
10034,NONDAS & TATIANA BETTING SHOPS LIMITED,119600,C,Εταιρεία,Εγγεγραμμένη,14860,14860,ΜΑΡΚΟΥ ΔΡΑΚΟΥ 23  ΑΓΙΟΣ ΙΩΑΝΝΗΣ 3061 ΛΕΜΕΣΟΣ ,"Row(_1=34.6759696, _2=33.0194682)",34.6759696,33.0194682
10035,BESTNEWLAND DEVELOPMENT LIMITED,119601,C,Εταιρεία,Εγγεγραμμένη,14682,14682,ΜΑΝΗΣ 12  8020 ΠΑΦΟΣ ,"Row(_1=34.7852341, _2=32.4302899)",34.7852341,32.4302899
10036,HAIRCRAFT LIMITED,119608,C,Εταιρεία,Εγγεγραμμένη,3816,3816,ΠΡΩΤΑΡΑ 5  ΠΡΩΤΑΡΑ 5288 ΑΜΜΟΧΩΣΤΟΣ ,"Row(_1=35.0178881, _2=34.0472172)",35.0178881,34.0472172
10037,SHALKER ENTERPRISES LIMITED,119618,C,Εταιρεία,Εγγεγραμμένη,167,167,KENNEDY 89  ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1573515, _2=33.3711386)",35.1573515,33.3711386
10038,HILBERT INDUSTRIES LIMITED,119623,C,Εταιρεία,Εγγεγραμμένη,14700,14700,ΠΕΛΟΠΟΣ 1  1101 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.154718, _2=33.3188831)",35.154718,33.3188831
10039,T.B.T. PLANETE LIMITED,119625,C,Εταιρεία,Εγγεγραμμένη,4236,4236,ΟΜΗΡΟΥ 20  ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ 3095 ΛΕΜΕΣΟΣ ,"Row(_1=34.6927253, _2=33.0577984)",34.6927253,33.0577984
10040,ΑΓΓΕΛΟΣ ΖΙΡΝΟΒΑΛΛΗΣ ΛΙΜΙΤΕΔ,119627,C,Εταιρεία,Εγγεγραμμένη,14703,14703,ΔΗΜΟΣΘΕΝΗ ΣΕΒΕΡΗ 3  1066 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1640568, _2=33.3544796)",35.1640568,33.3544796
10041,SPHERIX ENTERPRISES LIMITED,119636,C,Εταιρεία,Εγγεγραμμένη,1215,1215,ΛΕΜΕΣΟΥ 2  2003 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.0048752, _2=33.393852)",35.0048752,33.393852
10042,PLUS ART GRAPHICS & ADVERTISING AGENCY LIMITED,119640,C,Εταιρεία,Εγγεγραμμένη,14730,14730,ΓΡΙΒΑ ΔΙΓΕΝΗ 12  6010 ΛΑΡΝΑΚΑ ,"Row(_1=34.9173347, _2=33.6230937)",34.9173347,33.6230937
10043,SDK AUTO BODY PARTS LIMITED,119643,C,Εταιρεία,Εγγεγραμμένη,14738,14738,ΑΜΦΙΤΡΙΤΗΣ 18  ΑΚΡΟΠΟΛΙΣ 2000 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1564654, _2=33.3601694)",35.1564654,33.3601694
10044,ΡΕΒΕΚΚΑ  ΑΝΑΠΤΥΞΙΑΚΗ (ΑΓΙΟΣ ΜΑΜΑΣ) ΛΙΜΙΤΕΔ,119646,C,Εταιρεία,Εγγεγραμμένη,14573,14573, ΑΓΙΟΣ ΜΑΜΑΣ 4741 ΛΕΜΕΣΟΣ ,"Row(_1=34.8511033, _2=32.9487543)",34.8511033,32.9487543
10045,TRANSNET NUMBER ONE  LIMITED,119667,C,Εταιρεία,Εγγεγραμμένη,13539,13539,ΚΡΙΝΩΝ 16  3110 ΛΕΜΕΣΟΣ ,"Row(_1=34.7006666, _2=33.0108949)",34.7006666,33.0108949
10046,OVKOS TRADING LIMITED,119670,C,Εταιρεία,Εγγεγραμμένη,14780,14780,ΕΡΜΟΥ 1  ΛΑΚΑΤΑΜΙΑ 2310 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1119919, _2=33.3061045)",35.1119919,33.3061045
10047,NIKASPORT FACILITIES LIMITED,119680,C,Εταιρεία,Εγγεγραμμένη,14806,14806,ΟΜΗΡΟΥ 20  1097 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1704366, _2=33.3575923)",35.1704366,33.3575923
10048,A & K DEVELOPERS LIMITED,119691,C,Εταιρεία,Εγγεγραμμένη,14861,14861,ΣΑΒΒΑ ΜΕΝΙΚΟΥ 10  ΟΡΟΚΛΙΝΗ 7040 ΛΑΡΝΑΚΑ ,"Row(_1=34.9828802, _2=33.6558907)",34.9828802,33.6558907
10049,S.K. EASY STEPS LIMITED,119712,C,Εταιρεία,Εγγεγραμμένη,11731,11731,ΣΤΑΣΙΚΡΑΤΟΥΣ 36  1065 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1649547, _2=33.3629513)",35.1649547,33.3629513
10050,SMELMAN PROPERTIES LIMITED,119714,C,Εταιρεία,Εγγεγραμμένη,4454,4454,ΚΩΣΤΑΚΗ ΠΑΝΤΕΛΙΔΗ 1  1010 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1700454, _2=33.3606766)",35.1700454,33.3606766
10051,NICK NICOLAOU WATERSPORTS LIMITED,119716,C,Εταιρεία,Εγγεγραμμένη,14970,14970,ΑΓΙΑΣ ΕΙΡΗΝΗΣ 16  ΤΙΜΗ ΠΑΦΟΣ ,"Row(_1=34.7308638, _2=32.5162112)",34.7308638,32.5162112
10052,KARIDON HOLDINGS & SERVICES LIMITED,119736,C,Εταιρεία,Εγγεγραμμένη,1017,1017,ΧΡΥΣΑΝΘΟΥ ΜΥΛΩΝΑ 3  3030 ΛΕΜΕΣΟΣ ,"Row(_1=34.6862007, _2=33.0529321)",34.6862007,33.0529321
10054,HAKKER & CO. MECHANICAL SERVICES LIMITED,119751,C,Εταιρεία,Εγγεγραμμένη,2025,2025,25Η ΜΑΡΤΙΟΥ 22  8100 ΠΑΦΟΣ ,"Row(_1=34.7732832, _2=32.423941)",34.7732832,32.423941
10055,MAZALIA CO LIMITED,119758,C,Εταιρεία,Εγγεγραμμένη,8711,8711,ΓΛΑΔΣΤΩΝΟΣ 137  3032 ΛΕΜΕΣΟΣ ,"Row(_1=34.68445, _2=33.0516646)",34.68445,33.0516646
10056,THE M.V.S. GROUP LIMITED,119761,C,Εταιρεία,Εγγεγραμμένη,862,862,ΑΡΧ. ΜΑΚΑΡΙΟΥ ΙΙΙ 232  3030 ΛΕΜΕΣΟΣ ,"Row(_1=34.7587825, _2=32.9929063)",34.7587825,32.9929063
10057,GEORGE A. GEORGIOU & SONS DEVELOPERS LIMITED,119768,C,Εταιρεία,Εγγεγραμμένη,15055,15055,ΠΕΤΡΟΜΠΕΗ 29  ΛΙΝΟΠΕΤΡΑ 4001 ΛΕΜΕΣΟΣ ,"Row(_1=34.6958441, _2=33.0868082)",34.6958441,33.0868082
10058,ΠΡΟΤΥΠΑ ΑΡΤΟΠΟΙΕΙΑ ΤΟΜΑΖΟΥ ΛΙΜΙΤΕΔ,119770,C,Εταιρεία,Εγγεγραμμένη,13983,13983,ΔΙΚΑΙΟΣΥΝΗΣ 38  ΠΑΛΙΟΜΕΤΟΧΟ 2682 ΛΕΥΚΩΣΙΑ ,"Row(_1=35.1268421, _2=33.1893861)",35.1268421,33.1893861
